,moyenne,minimum,maximum,count,somme
"(45.1607010272902, 5.71971683735739)",2509.9599160312014,10,5824,31243.0,78419021
"(45.1719254260391, 5.73228261906819)",1859.3289059214037,9,5440,31243.0,58091437
"(45.1718411356558, 5.73247613735613)",1864.3038641565345,9,5462,31243.0,58246873
"(45.1717429570404, 5.73247781975681)",1865.99243476152,10,5470,31243.0,58299630
"(45.1718375903564, 5.7323779289464)",1862.5237934683398,9,5454,31243.0,58191257
"(45.1719277452579, 5.73237624939202)",1861.0016578025577,9,5447,31243.0,58143700
"(45.1717385045314, 5.73228943750303)",1862.5849006491187,10,5455,31243.0,58193166
"(45.1717409136859, 5.73238060300471)",1864.2070187509653,10,5462,31243.0,58243847
"(45.1718353101134, 5.73228697450551)",1860.8954660779916,9,5447,31243.0,58140382
"(45.1719278690368, 5.73247382552294)",1862.8338993334298,9,5455,31243.0,58200946
"(45.1622906710229, 5.71868971776012)",2444.0757300109726,7,5796,31243.0,76360582
"(45.1622654472685, 5.71891303994411)",2436.715267940998,15,5779,31243.0,76130622
"(45.1624188341912, 5.71880799352412)",2431.3879369278743,19,5777,31243.0,75964178
"(45.1622047054999, 5.71878426209652)",2445.6401865861967,7,5794,31243.0,76409462
"(45.162247445234, 5.71873621212955)",2444.892493972377,7,5795,31243.0,76386101
"(45.1798123771806, 5.70513490923712)",2910.8144145863685,18,6828,31243.0,90942468
"(45.1798849140031, 5.70413770626705)",2998.234745749467,12,6932,31243.0,93673730
"(45.1798860566173, 5.70425287295048)",2988.1390748362433,12,6920,31243.0,93358312
"(45.1798436192288, 5.70494761332475)",2927.292237012412,5,6848,31243.0,91457282
"(45.1796453903615, 5.7051516270417)",2907.030948512311,18,6819,31243.0,90824265
"(45.1798821779386, 5.70391111563189)",3018.174509358163,5,6954,31243.0,94296706
"(45.1798876875112, 5.70471083596178)",2948.320798338586,14,6874,31243.0,92114274
"(45.163985543426, 5.706652697476)",3034.86465185318,3,6798,31243.0,94818425
"(45.1640181930253, 5.70666211538234)",3032.6070335440745,3,6795,31243.0,94747890
"(45.1642796626177, 5.70712653092464)",2985.768094711921,10,6736,31243.0,93284504
"(45.1638365751328, 5.70668356775638)",3039.699206656893,7,6803,31243.0,94969473
"(45.1640235407791, 5.70713141153495)",2997.532720290658,6,6750,31243.0,93652069
"(45.1634817374498, 5.70675446063554)",3051.8438206534825,5,6816,31243.0,95348912
"(45.1635883736551, 5.70725743902449)",3009.656610595004,8,6762,31243.0,94030862
"(45.1640444876503, 5.70699897038746)",3006.274225850207,11,6762,31243.0,93925178
"(45.1642693299852, 5.70695317785489)",2999.0563198626137,10,6754,31243.0,93699666
"(45.1637169968832, 5.70694247588681)",3026.2915133764145,10,6785,31243.0,94550581
"(45.1634946440919, 5.70720071591149)",3018.4624756801572,3,6773,31243.0,94305984
"(45.1637973292234, 5.70698886389951)",3018.9430616268237,8,6776,31243.0,94320993
"(45.1638237937664, 5.70602554708943)",3090.3834393216734,5,6868,31243.0,96552992
"(45.1633917781928, 5.70741331435538)",3008.353854326478,14,6758,31243.0,93990164
"(45.1639088734495, 5.70679750305283)",3027.709940233288,3,6788,31243.0,94594893
"(45.1641671993476, 5.70728929295198)",2979.156976056724,6,6727,31243.0,93077956
"(45.1637741126008, 5.7066995293843)",3041.53098065728,7,6805,31243.0,95026704
"(45.1634147100319, 5.70691058185743)",3043.674992039829,18,6805,31243.0,95093696
"(45.1640157814798, 5.7072096270936)",2992.1904342770326,6,6743,31243.0,93485161
"(45.1637972180015, 5.70728454918786)",2997.3531818255233,6,6748,31243.0,93646464
"(45.1639029926618, 5.7062279754196)",3071.0124801837114,10,6844,31243.0,95947787
"(45.1639649803502, 5.70711059568469)",3001.8728165399193,6,6755,31243.0,93787667
"(45.1636903207517, 5.70684062841517)",3035.127860088845,8,6796,31243.0,94826654
"(45.1639760055243, 5.70660754874915)",3038.7140730708597,5,6803,31243.0,94938692
"(45.1640402863341, 5.70664441619237)",3032.887111047919,3,6796,31243.0,94756640
"(45.1638336450699, 5.70691650212549)",3022.515391077573,8,6781,31243.0,94432602
"(45.163791773104, 5.70606746864368)",3088.681397124183,4,6865,31243.0,96499816
"(45.1640112098988, 5.70690119530565)",3015.097573135566,7,6773,31243.0,94200845
"(45.1642187954362, 5.70726484900085)",2978.4973994110455,6,6726,31243.0,93057348
"(45.1640853071491, 5.70712238545547)",2995.248425527399,6,6747,31243.0,93580700
"(45.1641650410206, 5.70706790059976)",2995.468971677743,2,6748,31243.0,93587589
"(45.1637600080746, 5.70706142196939)",3015.4368264142663,7,6771,31243.0,94211449
"(45.1635765196347, 5.70646680201181)",3068.673982626042,6,6839,31243.0,95874732
"(45.1635458448145, 5.70736971823509)",3003.6859670484955,4,6754,31243.0,93844323
"(45.1634861656036, 5.7065888606472)",3063.971182368532,6,6832,31243.0,95727805
"(45.164081189077, 5.70688573852507)",3012.915450944638,7,6770,31243.0,94132668
"(45.1635511368159, 5.70652235803369)",3065.7420940074894,6,6835,31243.0,95783132
"(45.1636219156017, 5.7073523012804)",3001.1310925537964,8,6751,31243.0,93764500
"(45.1637950675471, 5.70719124934229)",3004.2371911583064,8,6757,31243.0,93861540
"(45.1639978044366, 5.70681995986304)",3021.773336467149,6,6781,31243.0,94409415
"(45.1639576687875, 5.70719200658433)",2996.273607723841,6,6748,31243.0,93612732
"(45.1637626270655, 5.70610092634268)",3087.5014921630714,4,6864,31243.0,96462953
"(45.1641885288066, 5.70705631490068)",2995.2142391160573,2,6748,31243.0,93579630
"(45.1637339891577, 5.7061414015554)",3085.7717654623066,5,6861,31243.0,96408912
"(45.1642061095236, 5.70702234068681)",2996.8965231014317,4,6750,31243.0,93632189
"(45.1637449552767, 5.7072577206805)",3001.865288365662,6,6753,31243.0,93787436
"(45.163978275891, 5.70727020944531)",2989.5805011698253,7,6739,31243.0,93403620
"(45.1635836072338, 5.70636512706496)",3076.0203455843052,5,6848,31243.0,96104253
"(45.1635069122352, 5.70734947490308)",3007.100454115874,4,6758,31243.0,93951002
"(45.1634678456141, 5.70664649279958)",3060.5753194568556,6,6828,31243.0,95621709
"(45.1635166320458, 5.70722628807947)",3015.5042752224012,3,6769,31243.0,94213561
"(45.1638846133948, 5.70685030693194)",3024.9510208052184,6,6785,31243.0,94508697
"(45.1636497424245, 5.70650589146279)",3062.1311186176995,9,6831,31243.0,95670313
"(45.1639230578651, 5.7073301481827)",2987.909588717908,9,6737,31243.0,93351417
"(45.1641584949346, 5.70735039717541)",2975.1292635470477,6,6721,31243.0,92952119
"(45.1636059279793, 5.70640906044637)",3071.5941273692238,5,6843,31243.0,95965965
"(45.1638958670091, 5.70715594477487)",3001.8960439559123,7,6755,31243.0,93788394
"(45.1636202960257, 5.70681455428559)",3040.5104271088444,8,6803,31243.0,94994822
"(45.1639447537193, 5.70679735672382)",3025.996032954056,3,6786,31243.0,94541345
"(45.1638468502686, 5.70707395905618)",3010.2768483983077,6,6765,31243.0,94050235
"(45.1638026948088, 5.70711417203311)",3009.483999202285,6,6764,31243.0,94025465
"(45.163452732627, 5.70671434083137)",3056.2777476705887,5,6822,31243.0,95487441
"(45.1650014731281, 5.70795229376618)",2893.145133341377,7,6617,31243.0,90390687
"(45.1642735941865, 5.70751120849859)",2958.0534481030263,4,6700,31243.0,92418620
"(45.165132868992, 5.70783847853003)",2895.4829940115874,9,6621,31243.0,90463726
"(45.1645106350171, 5.70765511191031)",2936.636677118507,9,6673,31243.0,91749495
"(45.1650595145705, 5.70792700125317)",2892.3741741849735,2,6616,31243.0,90366599
"(45.1639560233465, 5.70755025558833)",2970.458790723716,3,6714,31243.0,92806204
"(45.165083111362, 5.70800865122398)",2885.524232334678,3,6607,31243.0,90152587
"(45.1642545071816, 5.70756546176602)",2955.0535173537114,4,6695,31243.0,92324894
"(45.1650554226595, 5.70798802973143)",2888.2152659477856,2,6610,31243.0,90236663
"(45.1643496462295, 5.70751344002955)",2954.315740097212,3,6695,31243.0,92301842
"(45.1642218889898, 5.70754003743488)",2958.4221103502946,4,6700,31243.0,92430139
"(45.164586247464, 5.70769407455129)",2930.3553770792896,9,6665,31243.0,91553248
"(45.164476865034, 5.70757713896223)",2943.801724394601,4,6682,31243.0,91973352
"(45.1641354132314, 5.70754406841943)",2962.2536893385895,9,6704,31243.0,92549850
"(45.1638779763368, 5.70756050252992)",2973.5357050809107,8,6717,31243.0,92902337
"(45.1648649061559, 5.70771908080803)",2915.9100828993483,6,6647,31243.0,91101931
"(45.1650895344344, 5.70794994382395)",2889.418601712469,2,6612,31243.0,90274258
"(45.1650679691827, 5.70796650566462)",2889.189961214115,2,6612,31243.0,90267115
"(45.1640640556143, 5.70747387395798)",2970.7224048093926,11,6715,31243.0,92814438
"(45.1644003028861, 5.70754919580108)",2949.370732357415,5,6689,31243.0,92147345
"(45.1650309455034, 5.70787496504805)",2897.3494112577646,6,6623,31243.0,90522040
"(45.1652046299383, 5.70808056755756)",2875.096598010565,6,6593,31243.0,89826796
"(45.1649135120418, 5.70774717509835)",2911.721855054669,1,6641,31243.0,90971078
"(45.1650299369783, 5.70776837642491)",2905.02960386079,3,6633,31243.0,90761991
"(45.1643139396645, 5.70751080758082)",2956.1785143258567,3,6697,31243.0,92360041
"(45.165084829104, 5.7079800314448)",2887.484907612299,2,6610,31243.0,90213844
"(45.1643629765522, 5.70758544327435)",2948.512209071477,5,6687,31243.0,92120523
"(45.1643033248433, 5.7075682244806)",2952.5498362192575,5,6692,31243.0,92246671
"(45.1642432288321, 5.70748386525315)",2961.4550745889433,4,6704,31243.0,92524897
"(45.1639821117443, 5.7075309669443)",2970.577265821861,3,6714,31243.0,92809905
"(45.164683996832, 5.70781482491793)",2917.2438835295757,5,6648,31243.0,91143606
"(45.1648252055013, 5.70780412925735)",2911.597102898799,10,6641,31243.0,90967182
"(45.1645115665692, 5.70756050003375)",2943.3960835081925,4,6682,31243.0,91960678
"(45.1649808604486, 5.70774968709943)",2908.5438214787373,5,6638,31243.0,90871786
"(45.1649260099228, 5.70775384662409)",2910.6823920091883,1,6640,31243.0,90938602
"(45.1650587491621, 5.70778871833164)",2902.302403207139,3,6629,31243.0,90676785
"(45.1650737744517, 5.70793860399239)",2890.9182966280273,2,6614,31243.0,90321113
"(45.1693062435662, 5.70429504683222)",3034.6660248184603,12,6761,31243.0,94812128
"(45.1688277264031, 5.70401089679712)",3071.4045778264694,10,6812,31243.0,95959952
"(45.1688323461173, 5.70363970403925)",3103.6853570148483,9,6849,31243.0,96968496
"(45.1695460508205, 5.7042240342247)",3034.9833845844028,7,6757,31243.0,94822040
"(45.1695038832637, 5.70428210124096)",3030.9813007753382,7,6753,31243.0,94697004
"(45.169343158022, 5.70377382378902)",3079.002241080747,9,6812,31243.0,96197318
"(45.1693545826935, 5.70385948319111)",3071.2336570221155,9,6803,31243.0,95954605
"(45.1688313023924, 5.70372306303655)",3096.3945406695784,6,6841,31243.0,96740710
"(45.169468960045, 5.70375479936503)",3077.6423672435626,4,6808,31243.0,96154830
"(45.1691025547397, 5.70423107139886)",3045.268870790766,6,6777,31243.0,95143394
"(45.1695306627246, 5.70408957984901)",3046.976643942662,15,6772,31243.0,95196744
"(45.1691425683441, 5.7041422644559)",3051.9113648899274,10,6784,31243.0,95350924
"(45.1690581756262, 5.70419039071222)",3049.902581794053,6,6783,31243.0,95288165
"(45.1688367441701, 5.70378146452863)",3091.141183777919,6,6835,31243.0,96576580
"(45.1691909986298, 5.70429746972002)",3037.324374567366,12,6766,31243.0,94895184
"(45.1688286984308, 5.70391415447336)",3079.780699209386,10,6822,31243.0,96221646
"(45.1750586706732, 5.7126249323867)",2321.427439287434,2,5851,31243.0,72528450
"(45.1753983941253, 5.71080347815731)",2440.484133677272,3,6051,31243.0,76248104
"(45.1750763646871, 5.7129992423035)",2298.0223077782143,7,5814,31243.0,71797209
"(45.1752023873592, 5.71230041180661)",2341.4446810481318,7,5890,31243.0,73153841
"(45.1752021101607, 5.71193035078478)",2365.377841963213,6,5928,31243.0,73901579
"(45.1751869381926, 5.71201566258133)",2359.876462388212,7,5918,31243.0,73729701
"(45.1750041281431, 5.71300700151517)",2297.882198438603,2,5810,31243.0,71792833
"(45.1750557006699, 5.713182360696)",2286.8786192192365,2,5794,31243.0,71449050
"(45.1750212421464, 5.71286898620935)",2306.341292668481,3,5824,31243.0,72057118
"(45.175122481308, 5.71276134079048)",2312.590548875221,7,5840,31243.0,72252360
"(45.1752200740116, 5.71178573247727)",2374.7899521962504,3,5943,31243.0,74195639
"(45.1750290759194, 5.71294659259771)",2301.493356241906,5,5817,31243.0,71905655
"(45.1750630294914, 5.71259947471023)",2323.008256841694,2,5854,31243.0,72577839
"(45.1752202181162, 5.71172488476591)",2378.8049934873284,3,5949,31243.0,74321080
"(45.1751410313847, 5.71265440771164)",2319.2175059435613,8,5852,31243.0,72459404
"(45.1752164638732, 5.71175496781657)",2376.829526084012,3,5946,31243.0,74259361
"(45.1749920771162, 5.71302406792652)",2296.893929220551,2,5807,31243.0,71761957
"(45.1753887552019, 5.71083720492353)",2438.1830839120757,3,6047,31243.0,76176213
"(45.1752574176759, 5.7119266826878)",2365.426623444232,6,5931,31243.0,73903102
"(45.174961354138, 5.71326324007775)",2282.419123691309,1,5782,31243.0,71309725
"(45.175099829033, 5.7123767659069)",2336.9677721219414,6,5878,31243.0,73013972
"(45.1750363268507, 5.71289532381936)",2304.634409789442,3,5823,31243.0,72003790
"(45.1751065251299, 5.71282568056229)",2308.645175890392,7,5833,31243.0,72129096
"(45.1750469346472, 5.71315613825376)",2288.5223234795644,3,5797,31243.0,71500404
"(45.1753402149708, 5.71127021352484)",2408.7782096363694,6,6001,31243.0,75257524
"(45.1752108143636, 5.71222940668004)",2345.9685186529873,2,5898,31243.0,73295178
"(45.1753042812191, 5.73774403627252)",2006.7763978908094,28,5641,31243.0,62698159
"(45.1758002847414, 5.73867955705808)",2051.3717264309967,29,5690,31243.0,64091451
"(45.1748636776388, 5.73895413929571)",2067.9679385897557,3,5777,31243.0,64609980
"(45.1753149369279, 5.73875058129332)",2055.737321264209,5,5729,31243.0,64227852
"(45.1746517060921, 5.73922783875988)",2083.6699172288195,7,5816,31243.0,65100561
"(45.1751778705062, 5.73840556646011)",2038.7585911550516,6,5708,31243.0,63697385
"(45.1748395693281, 5.73870688530715)",2055.2729727204833,11,5757,31243.0,64213350
"(45.1755376681921, 5.73897736258404)",2066.988427473278,1,5734,31243.0,64579369
"(45.1625848658575, 5.71763657887761)",2470.4061590786055,7,5866,31243.0,77183208
"(45.1625854925279, 5.71743375837414)",2479.3146756787532,7,5884,31243.0,77461534
"(45.1625303652767, 5.71760006507747)",2475.3043484595105,7,5873,31243.0,77336242
"(45.1624121721153, 5.71794553072421)",2467.526465125998,10,5851,31243.0,77093243
"(45.1625546369462, 5.71772545168961)",2468.354742481644,7,5861,31243.0,77119117
"(45.1624967761188, 5.7178974926789)",2464.4257443561087,10,5850,31243.0,76996366
"(45.1624681454866, 5.71777943500653)",2471.2636727694157,10,5862,31243.0,77210002
"(45.1625661579852, 5.71749574448312)",2477.7381632143442,7,5880,31243.0,77412280
"(45.162500266919, 5.71768754525253)",2473.3016158744044,7,5868,31243.0,77273672
"(45.1614509001558, 5.71849685439313)",2505.5869975331652,9,5872,31243.0,78282381
"(45.161767051985, 5.71784296114331)",2512.307643308784,9,5905,31243.0,78492344
"(45.16132974642, 5.71901713020112)",2493.015452759583,9,5836,31243.0,77889615
"(45.1619082881813, 5.71764831502526)",2511.70857933793,7,5912,31243.0,78473624
"(45.1615855208032, 5.71822108317347)",2508.089931949085,8,5886,31243.0,78360576
"(45.1615418121048, 5.71830742751254)",2507.3674234188816,6,5882,31243.0,78338004
"(45.161652772177, 5.7180797951746)",2509.622697147725,6,5893,31243.0,78408462
"(45.1616919393307, 5.71800067111953)",2510.426469691791,6,5897,31243.0,78433573
"(45.1612841356775, 5.71894247612528)",2498.952161752584,7,5846,31243.0,78075095
"(45.1617284491133, 5.7179249820786)",2511.2839480641687,9,5901,31243.0,78460362
"(45.1618611197451, 5.717698901767)",2512.5049187211166,7,5911,31243.0,78498505
"(45.1618122434076, 5.71776786514434)",2512.641742662692,9,5909,31243.0,78502781
"(45.1614861070928, 5.71842293591125)",2506.2802440577184,9,5876,31243.0,78304039
"(45.1613755767491, 5.71864970095714)",2504.405924359018,9,5864,31243.0,78245483
"(45.1604613604664, 5.72809940408496)",2363.2608428350172,11,6142,31243.0,73835767
"(45.15953361487, 5.72797902555363)",2436.4329605995385,4,6221,31243.0,76121883
"(45.1600571522758, 5.72752861816994)",2396.40240996439,5,6146,31243.0,74871204
"(45.1596317940943, 5.72789584383084)",2428.748353767142,3,6207,31243.0,75881792
"(45.1600882983239, 5.72811217403288)",2392.134886462272,4,6178,31243.0,74737879
"(45.1608689507005, 5.72818050369215)",2332.231465561139,9,6109,31243.0,72866317
"(45.160050523254, 5.72739458618723)",2397.5697802104496,5,6138,31243.0,74907675
"(45.1605838548729, 5.72842084540112)",2353.4980739835883,2,6150,31243.0,73530752
"(45.1598759743714, 5.72805336692869)",2408.9507616783844,5,6194,31243.0,75263257
"(45.1601993401475, 5.72771659805015)",2384.558523939073,3,6143,31243.0,74501167
"(45.1603005969121, 5.7280758878232)",2375.683663675634,3,6156,31243.0,74223893
"(45.1606884293486, 5.7281880122869)",2345.8123305652275,10,6126,31243.0,73290624
"(45.1603624901326, 5.72816465631639)",2370.745218439406,3,6155,31243.0,74069602
"(45.1603335395836, 5.72810619438538)",2373.0760621628397,4,6154,31243.0,74142424
"(45.1605844893046, 5.7281908329358)",2353.6935513738667,11,6136,31243.0,73536857
"(45.1600391818599, 5.72808633898887)",2396.0281172009522,6,6181,31243.0,74859515
"(45.1602572869772, 5.72807485936727)",2379.033725387611,4,6160,31243.0,74328559
"(45.1596072910206, 5.7278347079263)",2430.8726224683414,3,6206,31243.0,75948160
"(45.1598329258311, 5.72775894864027)",2413.134310022783,3,6180,31243.0,75393961
"(45.1601001184127, 5.72783554576226)",2391.874397687554,3,6160,31243.0,74729738
"(45.1600822852188, 5.72746963559094)",2394.718754107927,7,6140,31243.0,74818601
"(45.159644044254, 5.72786205882525)",2427.8545959812996,3,6204,31243.0,75853868
"(45.1600635731646, 5.72760784891311)",2395.555254495958,7,6150,31243.0,74844737
"(45.1611539492415, 5.72761642032071)",2312.9286946132256,5,6049,31243.0,72263235
"(45.1610590838261, 5.72802864196646)",2318.424387868255,2,6082,31243.0,72434941
"(45.1610748658742, 5.72800932300379)",2317.3133288634353,2,6080,31243.0,72400228
"(45.1607939227589, 5.7276104856992)",2339.644182665116,5,6082,31243.0,73097907
"(45.1608446693136, 5.7277769113408)",2335.1636728508656,10,6087,31243.0,72957924
"(45.1611267623851, 5.7278419248054)",2314.0091218774396,9,6065,31243.0,72296993
"(45.1980904100339, 5.71300036117416)",3220.270424688098,9,7256,31243.0,100610558
